1,0.7,0.8,0.9,33,0,0.001,1,0.151732706176117,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.1986648679059,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.0950371998047922,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.0850233341520652,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.0548167186987121,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.169495396402199,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.132453271483537,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.123614288924728,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.0761774612253066,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
1,0.7,0.8,0.9,33,0,0.001,1,0.172261386335595,0.05,0.7,0.8,0.9,0.8,0.5,0.5,0.35
